    ;CALENDERDATE;FISCALHALFNAME;FISCALQUARTERNAME;FISCALMONTHNAME;FISCALWEEKNAME;FISCALMONTHNAMELABEL;FISCALMONTHNAMELABELFORECAST;FISCALMONTHNAMEAPPROX;FISCALQUARTERNAMEAPPROX;FISCALYEAR;FISCALHALF;FISCALQUARTER;FISCALMONTH;FISCALMONTHLABEL;FISCALWEEK;FISCALMONTHINQUARTER;FISCALWEEKINQUARTER;FISCALQUARTERFROMDATE;FISCALQUARTERTODATE;FISCALMONTHFROMDATE;FISCALMONTHTODATE;FISCALWEEKMONTHPOSITION;FISCALWEEKFROMDATE;FISCALWEEKTODATE;FISCALQUARTERROLLING;FISCALMONTHROLLING;QUARTERTYPE;MONTHTYPE
739 ;20180704    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W23       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20180430             ;20180729           ;20180625           ;20180729         ;2                      ;20180702          ;20180708        ;-26                 ;-76               ;Previous   ;Previous 
740 ;20180703    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W23       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20180430             ;20180729           ;20180625           ;20180729         ;2                      ;20180702          ;20180708        ;-26                 ;-76               ;Previous   ;Previous 
741 ;20180702    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W23       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20180430             ;20180729           ;20180625           ;20180729         ;2                      ;20180702          ;20180708        ;-26                 ;-76               ;Previous   ;Previous 
742 ;20180701    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W22       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20180430             ;20180729           ;20180625           ;20180729         ;1                      ;20180625          ;20180701        ;-26                 ;-76               ;Previous   ;Previous 
743 ;20180630    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W22       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20180430             ;20180729           ;20180625           ;20180729         ;1                      ;20180625          ;20180701        ;-26                 ;-76               ;Previous   ;Previous 
744 ;20180629    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W22       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20180430             ;20180729           ;20180625           ;20180729         ;1                      ;20180625          ;20180701        ;-26                 ;-76               ;Previous   ;Previous 
745 ;20180628    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W22       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20180430             ;20180729           ;20180625           ;20180729         ;1                      ;20180625          ;20180701        ;-26                 ;-76               ;Previous   ;Previous 
746 ;20180627    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W22       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20180430             ;20180729           ;20180625           ;20180729         ;1                      ;20180625          ;20180701        ;-26                 ;-76               ;Previous   ;Previous 
747 ;20180626    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W22       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20180430             ;20180729           ;20180625           ;20180729         ;1                      ;20180625          ;20180701        ;-26                 ;-76               ;Previous   ;Previous 
748 ;20180625    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W22       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20180430             ;20180729           ;20180625           ;20180729         ;1                      ;20180625          ;20180701        ;-26                 ;-76               ;Previous   ;Previous 
749 ;20180707    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W23       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20180430             ;20180729           ;20180625           ;20180729         ;2                      ;20180702          ;20180708        ;-26                 ;-76               ;Previous   ;Previous 
750 ;20180708    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W23       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20180430             ;20180729           ;20180625           ;20180729         ;2                      ;20180702          ;20180708        ;-26                 ;-76               ;Previous   ;Previous 
751 ;20180709    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W24       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20180430             ;20180729           ;20180625           ;20180729         ;3                      ;20180709          ;20180715        ;-26                 ;-76               ;Previous   ;Previous 
752 ;20180710    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W24       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20180430             ;20180729           ;20180625           ;20180729         ;3                      ;20180709          ;20180715        ;-26                 ;-76               ;Previous   ;Previous 
753 ;20180711    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W24       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20180430             ;20180729           ;20180625           ;20180729         ;3                      ;20180709          ;20180715        ;-26                 ;-76               ;Previous   ;Previous 
754 ;20180712    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W24       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20180430             ;20180729           ;20180625           ;20180729         ;3                      ;20180709          ;20180715        ;-26                 ;-76               ;Previous   ;Previous 
755 ;20180713    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W24       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20180430             ;20180729           ;20180625           ;20180729         ;3                      ;20180709          ;20180715        ;-26                 ;-76               ;Previous   ;Previous 
756 ;20180714    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W24       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20180430             ;20180729           ;20180625           ;20180729         ;3                      ;20180709          ;20180715        ;-26                 ;-76               ;Previous   ;Previous 
757 ;20180715    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W24       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20180430             ;20180729           ;20180625           ;20180729         ;3                      ;20180709          ;20180715        ;-26                 ;-76               ;Previous   ;Previous 
758 ;20180716    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W25       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20180430             ;20180729           ;20180625           ;20180729         ;4                      ;20180716          ;20180722        ;-26                 ;-76               ;Previous   ;Previous 
759 ;20180717    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W25       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20180430             ;20180729           ;20180625           ;20180729         ;4                      ;20180716          ;20180722        ;-26                 ;-76               ;Previous   ;Previous 
760 ;20180729    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W26       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20180430             ;20180729           ;20180625           ;20180729         ;5                      ;20180723          ;20180729        ;-26                 ;-76               ;Previous   ;Previous 
761 ;20180728    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W26       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20180430             ;20180729           ;20180625           ;20180729         ;5                      ;20180723          ;20180729        ;-26                 ;-76               ;Previous   ;Previous 
762 ;20180727    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W26       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20180430             ;20180729           ;20180625           ;20180729         ;5                      ;20180723          ;20180729        ;-26                 ;-76               ;Previous   ;Previous 
763 ;20180726    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W26       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20180430             ;20180729           ;20180625           ;20180729         ;5                      ;20180723          ;20180729        ;-26                 ;-76               ;Previous   ;Previous 
764 ;20180725    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W26       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20180430             ;20180729           ;20180625           ;20180729         ;5                      ;20180723          ;20180729        ;-26                 ;-76               ;Previous   ;Previous 
765 ;20180724    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W26       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20180430             ;20180729           ;20180625           ;20180729         ;5                      ;20180723          ;20180729        ;-26                 ;-76               ;Previous   ;Previous 
766 ;20180723    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W26       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20180430             ;20180729           ;20180625           ;20180729         ;5                      ;20180723          ;20180729        ;-26                 ;-76               ;Previous   ;Previous 
767 ;20180722    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W25       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20180430             ;20180729           ;20180625           ;20180729         ;4                      ;20180716          ;20180722        ;-26                 ;-76               ;Previous   ;Previous 
768 ;20180721    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W25       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20180430             ;20180729           ;20180625           ;20180729         ;4                      ;20180716          ;20180722        ;-26                 ;-76               ;Previous   ;Previous 
769 ;20180720    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W25       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20180430             ;20180729           ;20180625           ;20180729         ;4                      ;20180716          ;20180722        ;-26                 ;-76               ;Previous   ;Previous 
770 ;20180719    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W25       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20180430             ;20180729           ;20180625           ;20180729         ;4                      ;20180716          ;20180722        ;-26                 ;-76               ;Previous   ;Previous 
771 ;20180718    ;FY19H1        ;FY19Q2           ;FY19M006       ;FY19W25       ;Jul-18              ;                            ;                     ;                       ;2019      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20180430             ;20180729           ;20180625           ;20180729         ;4                      ;20180716          ;20180722        ;-26                 ;-76               ;Previous   ;Previous 
772 ;20180926    ;FY19H2        ;FY19Q3           ;FY19M009       ;FY19W35       ;Oct-18              ;                            ;                     ;                       ;2019      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20180730             ;20181028           ;20180924           ;20181028         ;1                      ;20180924          ;20180930        ;-25                 ;-73               ;Previous   ;Previous 
773 ;20180927    ;FY19H2        ;FY19Q3           ;FY19M009       ;FY19W35       ;Oct-18              ;                            ;                     ;                       ;2019      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20180730             ;20181028           ;20180924           ;20181028         ;1                      ;20180924          ;20180930        ;-25                 ;-73               ;Previous   ;Previous 
774 ;20180928    ;FY19H2        ;FY19Q3           ;FY19M009       ;FY19W35       ;Oct-18              ;                            ;                     ;                       ;2019      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20180730             ;20181028           ;20180924           ;20181028         ;1                      ;20180924          ;20180930        ;-25                 ;-73               ;Previous   ;Previous 
775 ;20180929    ;FY19H2        ;FY19Q3           ;FY19M009       ;FY19W35       ;Oct-18              ;                            ;                     ;                       ;2019      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20180730             ;20181028           ;20180924           ;20181028         ;1                      ;20180924          ;20180930        ;-25                 ;-73               ;Previous   ;Previous 
776 ;20180930    ;FY19H2        ;FY19Q3           ;FY19M009       ;FY19W35       ;Oct-18              ;                            ;                     ;                       ;2019      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20180730             ;20181028           ;20180924           ;20181028         ;1                      ;20180924          ;20180930        ;-25                 ;-73               ;Previous   ;Previous 
777 ;20180924    ;FY19H2        ;FY19Q3           ;FY19M009       ;FY19W35       ;Oct-18              ;                            ;                     ;                       ;2019      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20180730             ;20181028           ;20180924           ;20181028         ;1                      ;20180924          ;20180930        ;-25                 ;-73               ;Previous   ;Previous 
778 ;20180925    ;FY19H2        ;FY19Q3           ;FY19M009       ;FY19W35       ;Oct-18              ;                            ;                     ;                       ;2019      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20180730             ;20181028           ;20180924           ;20181028         ;1                      ;20180924          ;20180930        ;-25                 ;-73               ;Previous   ;Previous 
779 ;20190705    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W23       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20190429             ;20190728           ;20190624           ;20190728         ;2                      ;20190701          ;20190707        ;-22                 ;-64               ;Previous   ;Previous 
780 ;20190704    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W23       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20190429             ;20190728           ;20190624           ;20190728         ;2                      ;20190701          ;20190707        ;-22                 ;-64               ;Previous   ;Previous 
781 ;20190703    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W23       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20190429             ;20190728           ;20190624           ;20190728         ;2                      ;20190701          ;20190707        ;-22                 ;-64               ;Previous   ;Previous 
782 ;20190702    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W23       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20190429             ;20190728           ;20190624           ;20190728         ;2                      ;20190701          ;20190707        ;-22                 ;-64               ;Previous   ;Previous 
783 ;20190701    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W23       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20190429             ;20190728           ;20190624           ;20190728         ;2                      ;20190701          ;20190707        ;-22                 ;-64               ;Previous   ;Previous 
784 ;20190630    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W22       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20190429             ;20190728           ;20190624           ;20190728         ;1                      ;20190624          ;20190630        ;-22                 ;-64               ;Previous   ;Previous 
785 ;20190629    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W22       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20190429             ;20190728           ;20190624           ;20190728         ;1                      ;20190624          ;20190630        ;-22                 ;-64               ;Previous   ;Previous 
786 ;20190628    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W22       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20190429             ;20190728           ;20190624           ;20190728         ;1                      ;20190624          ;20190630        ;-22                 ;-64               ;Previous   ;Previous 
787 ;20190627    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W22       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20190429             ;20190728           ;20190624           ;20190728         ;1                      ;20190624          ;20190630        ;-22                 ;-64               ;Previous   ;Previous 
788 ;20190626    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W22       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20190429             ;20190728           ;20190624           ;20190728         ;1                      ;20190624          ;20190630        ;-22                 ;-64               ;Previous   ;Previous 
789 ;20190624    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W22       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20190429             ;20190728           ;20190624           ;20190728         ;1                      ;20190624          ;20190630        ;-22                 ;-64               ;Previous   ;Previous 
790 ;20190625    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W22       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20190429             ;20190728           ;20190624           ;20190728         ;1                      ;20190624          ;20190630        ;-22                 ;-64               ;Previous   ;Previous 
791 ;20190706    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W23       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20190429             ;20190728           ;20190624           ;20190728         ;2                      ;20190701          ;20190707        ;-22                 ;-64               ;Previous   ;Previous 
792 ;20190707    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W23       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20190429             ;20190728           ;20190624           ;20190728         ;2                      ;20190701          ;20190707        ;-22                 ;-64               ;Previous   ;Previous 
793 ;20190708    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W24       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20190429             ;20190728           ;20190624           ;20190728         ;3                      ;20190708          ;20190714        ;-22                 ;-64               ;Previous   ;Previous 
794 ;20190709    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W24       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20190429             ;20190728           ;20190624           ;20190728         ;3                      ;20190708          ;20190714        ;-22                 ;-64               ;Previous   ;Previous 
795 ;20190710    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W24       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20190429             ;20190728           ;20190624           ;20190728         ;3                      ;20190708          ;20190714        ;-22                 ;-64               ;Previous   ;Previous 
796 ;20190711    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W24       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20190429             ;20190728           ;20190624           ;20190728         ;3                      ;20190708          ;20190714        ;-22                 ;-64               ;Previous   ;Previous 
797 ;20190712    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W24       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20190429             ;20190728           ;20190624           ;20190728         ;3                      ;20190708          ;20190714        ;-22                 ;-64               ;Previous   ;Previous 
798 ;20190713    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W24       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20190429             ;20190728           ;20190624           ;20190728         ;3                      ;20190708          ;20190714        ;-22                 ;-64               ;Previous   ;Previous 
799 ;20190714    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W24       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20190429             ;20190728           ;20190624           ;20190728         ;3                      ;20190708          ;20190714        ;-22                 ;-64               ;Previous   ;Previous 
800 ;20190715    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W25       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20190429             ;20190728           ;20190624           ;20190728         ;4                      ;20190715          ;20190721        ;-22                 ;-64               ;Previous   ;Previous 
801 ;20190716    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W25       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20190429             ;20190728           ;20190624           ;20190728         ;4                      ;20190715          ;20190721        ;-22                 ;-64               ;Previous   ;Previous 
802 ;20190728    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W26       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20190429             ;20190728           ;20190624           ;20190728         ;5                      ;20190722          ;20190728        ;-22                 ;-64               ;Previous   ;Previous 
803 ;20190727    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W26       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20190429             ;20190728           ;20190624           ;20190728         ;5                      ;20190722          ;20190728        ;-22                 ;-64               ;Previous   ;Previous 
804 ;20190726    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W26       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20190429             ;20190728           ;20190624           ;20190728         ;5                      ;20190722          ;20190728        ;-22                 ;-64               ;Previous   ;Previous 
805 ;20190725    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W26       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20190429             ;20190728           ;20190624           ;20190728         ;5                      ;20190722          ;20190728        ;-22                 ;-64               ;Previous   ;Previous 
806 ;20190724    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W26       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20190429             ;20190728           ;20190624           ;20190728         ;5                      ;20190722          ;20190728        ;-22                 ;-64               ;Previous   ;Previous 
807 ;20190723    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W26       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20190429             ;20190728           ;20190624           ;20190728         ;5                      ;20190722          ;20190728        ;-22                 ;-64               ;Previous   ;Previous 
808 ;20190722    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W26       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20190429             ;20190728           ;20190624           ;20190728         ;5                      ;20190722          ;20190728        ;-22                 ;-64               ;Previous   ;Previous 
809 ;20190721    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W25       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20190429             ;20190728           ;20190624           ;20190728         ;4                      ;20190715          ;20190721        ;-22                 ;-64               ;Previous   ;Previous 
810 ;20190720    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W25       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20190429             ;20190728           ;20190624           ;20190728         ;4                      ;20190715          ;20190721        ;-22                 ;-64               ;Previous   ;Previous 
811 ;20190719    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W25       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20190429             ;20190728           ;20190624           ;20190728         ;4                      ;20190715          ;20190721        ;-22                 ;-64               ;Previous   ;Previous 
812 ;20190718    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W25       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20190429             ;20190728           ;20190624           ;20190728         ;4                      ;20190715          ;20190721        ;-22                 ;-64               ;Previous   ;Previous 
813 ;20190717    ;FY20H1        ;FY20Q2           ;FY20M006       ;FY20W25       ;Jul-19              ;                            ;                     ;                       ;2020      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20190429             ;20190728           ;20190624           ;20190728         ;4                      ;20190715          ;20190721        ;-22                 ;-64               ;Previous   ;Previous 
814 ;20190929    ;FY20H2        ;FY20Q3           ;FY20M009       ;FY20W35       ;Oct-19              ;                            ;                     ;                       ;2020      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20190729             ;20191027           ;20190923           ;20191027         ;1                      ;20190923          ;20190929        ;-21                 ;-61               ;Previous   ;Previous 
815 ;20190928    ;FY20H2        ;FY20Q3           ;FY20M009       ;FY20W35       ;Oct-19              ;                            ;                     ;                       ;2020      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20190729             ;20191027           ;20190923           ;20191027         ;1                      ;20190923          ;20190929        ;-21                 ;-61               ;Previous   ;Previous 
816 ;20190927    ;FY20H2        ;FY20Q3           ;FY20M009       ;FY20W35       ;Oct-19              ;                            ;                     ;                       ;2020      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20190729             ;20191027           ;20190923           ;20191027         ;1                      ;20190923          ;20190929        ;-21                 ;-61               ;Previous   ;Previous 
817 ;20190926    ;FY20H2        ;FY20Q3           ;FY20M009       ;FY20W35       ;Oct-19              ;                            ;                     ;                       ;2020      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20190729             ;20191027           ;20190923           ;20191027         ;1                      ;20190923          ;20190929        ;-21                 ;-61               ;Previous   ;Previous 
818 ;20190925    ;FY20H2        ;FY20Q3           ;FY20M009       ;FY20W35       ;Oct-19              ;                            ;                     ;                       ;2020      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20190729             ;20191027           ;20190923           ;20191027         ;1                      ;20190923          ;20190929        ;-21                 ;-61               ;Previous   ;Previous 
819 ;20190924    ;FY20H2        ;FY20Q3           ;FY20M009       ;FY20W35       ;Oct-19              ;                            ;                     ;                       ;2020      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20190729             ;20191027           ;20190923           ;20191027         ;1                      ;20190923          ;20190929        ;-21                 ;-61               ;Previous   ;Previous 
820 ;20190923    ;FY20H2        ;FY20Q3           ;FY20M009       ;FY20W35       ;Oct-19              ;                            ;                     ;                       ;2020      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20190729             ;20191027           ;20190923           ;20191027         ;1                      ;20190923          ;20190929        ;-21                 ;-61               ;Previous   ;Previous 
821 ;20200703    ;FY21H1        ;FY21Q2           ;FY21M006       ;FY21W23       ;Jul-20              ;                            ;                     ;                       ;2021      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20200427             ;20200726           ;20200622           ;20200726         ;2                      ;20200629          ;20200705        ;-18                 ;-52               ;Previous   ;Previous 
