    ;CALENDERDATE;FISCALHALFNAME;FISCALQUARTERNAME;FISCALMONTHNAME;FISCALWEEKNAME;FISCALMONTHNAMELABEL;FISCALMONTHNAMELABELFORECAST;FISCALMONTHNAMEAPPROX;FISCALQUARTERNAMEAPPROX;FISCALYEAR;FISCALHALF;FISCALQUARTER;FISCALMONTH;FISCALMONTHLABEL;FISCALWEEK;FISCALMONTHINQUARTER;FISCALWEEKINQUARTER;FISCALQUARTERFROMDATE;FISCALQUARTERTODATE;FISCALMONTHFROMDATE;FISCALMONTHTODATE;FISCALWEEKMONTHPOSITION;FISCALWEEKFROMDATE;FISCALWEEKTODATE;FISCALQUARTERROLLING;FISCALMONTHROLLING;QUARTERTYPE;MONTHTYPE
1   ;20000628    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W22       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20000529             ;20000730           ;20000626           ;20000730         ;1                      ;20000626          ;20000702        ;-98                 ;-292              ;Previous   ;Previous 
2   ;20000627    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W22       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20000529             ;20000730           ;20000626           ;20000730         ;1                      ;20000626          ;20000702        ;-98                 ;-292              ;Previous   ;Previous 
3   ;20000626    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W22       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20000529             ;20000730           ;20000626           ;20000730         ;1                      ;20000626          ;20000702        ;-98                 ;-292              ;Previous   ;Previous 
4   ;20000629    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W22       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20000529             ;20000730           ;20000626           ;20000730         ;1                      ;20000626          ;20000702        ;-98                 ;-292              ;Previous   ;Previous 
5   ;20000630    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W22       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20000529             ;20000730           ;20000626           ;20000730         ;1                      ;20000626          ;20000702        ;-98                 ;-292              ;Previous   ;Previous 
6   ;20000701    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W22       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20000529             ;20000730           ;20000626           ;20000730         ;1                      ;20000626          ;20000702        ;-98                 ;-292              ;Previous   ;Previous 
7   ;20000702    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W22       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20000529             ;20000730           ;20000626           ;20000730         ;1                      ;20000626          ;20000702        ;-98                 ;-292              ;Previous   ;Previous 
8   ;20000703    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W23       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20000529             ;20000730           ;20000626           ;20000730         ;2                      ;20000703          ;20000709        ;-98                 ;-292              ;Previous   ;Previous 
9   ;20000704    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W23       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20000529             ;20000730           ;20000626           ;20000730         ;2                      ;20000703          ;20000709        ;-98                 ;-292              ;Previous   ;Previous 
10  ;20000705    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W23       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20000529             ;20000730           ;20000626           ;20000730         ;2                      ;20000703          ;20000709        ;-98                 ;-292              ;Previous   ;Previous 
11  ;20000706    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W23       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20000529             ;20000730           ;20000626           ;20000730         ;2                      ;20000703          ;20000709        ;-98                 ;-292              ;Previous   ;Previous 
12  ;20000707    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W23       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20000529             ;20000730           ;20000626           ;20000730         ;2                      ;20000703          ;20000709        ;-98                 ;-292              ;Previous   ;Previous 
13  ;20000708    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W23       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20000529             ;20000730           ;20000626           ;20000730         ;2                      ;20000703          ;20000709        ;-98                 ;-292              ;Previous   ;Previous 
14  ;20000709    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W23       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20000529             ;20000730           ;20000626           ;20000730         ;2                      ;20000703          ;20000709        ;-98                 ;-292              ;Previous   ;Previous 
15  ;20000710    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W24       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20000529             ;20000730           ;20000626           ;20000730         ;3                      ;20000710          ;20000716        ;-98                 ;-292              ;Previous   ;Previous 
16  ;20000711    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W24       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20000529             ;20000730           ;20000626           ;20000730         ;3                      ;20000710          ;20000716        ;-98                 ;-292              ;Previous   ;Previous 
17  ;20000712    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W24       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20000529             ;20000730           ;20000626           ;20000730         ;3                      ;20000710          ;20000716        ;-98                 ;-292              ;Previous   ;Previous 
18  ;20000713    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W24       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20000529             ;20000730           ;20000626           ;20000730         ;3                      ;20000710          ;20000716        ;-98                 ;-292              ;Previous   ;Previous 
19  ;20000714    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W24       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20000529             ;20000730           ;20000626           ;20000730         ;3                      ;20000710          ;20000716        ;-98                 ;-292              ;Previous   ;Previous 
20  ;20000730    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W26       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20000529             ;20000730           ;20000626           ;20000730         ;5                      ;20000724          ;20000730        ;-98                 ;-292              ;Previous   ;Previous 
21  ;20000729    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W26       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20000529             ;20000730           ;20000626           ;20000730         ;5                      ;20000724          ;20000730        ;-98                 ;-292              ;Previous   ;Previous 
22  ;20000728    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W26       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20000529             ;20000730           ;20000626           ;20000730         ;5                      ;20000724          ;20000730        ;-98                 ;-292              ;Previous   ;Previous 
23  ;20000727    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W26       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20000529             ;20000730           ;20000626           ;20000730         ;5                      ;20000724          ;20000730        ;-98                 ;-292              ;Previous   ;Previous 
24  ;20000726    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W26       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20000529             ;20000730           ;20000626           ;20000730         ;5                      ;20000724          ;20000730        ;-98                 ;-292              ;Previous   ;Previous 
25  ;20000725    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W26       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20000529             ;20000730           ;20000626           ;20000730         ;5                      ;20000724          ;20000730        ;-98                 ;-292              ;Previous   ;Previous 
26  ;20000724    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W26       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20000529             ;20000730           ;20000626           ;20000730         ;5                      ;20000724          ;20000730        ;-98                 ;-292              ;Previous   ;Previous 
27  ;20000723    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W25       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20000529             ;20000730           ;20000626           ;20000730         ;4                      ;20000717          ;20000723        ;-98                 ;-292              ;Previous   ;Previous 
28  ;20000722    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W25       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20000529             ;20000730           ;20000626           ;20000730         ;4                      ;20000717          ;20000723        ;-98                 ;-292              ;Previous   ;Previous 
29  ;20000721    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W25       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20000529             ;20000730           ;20000626           ;20000730         ;4                      ;20000717          ;20000723        ;-98                 ;-292              ;Previous   ;Previous 
30  ;20000720    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W25       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20000529             ;20000730           ;20000626           ;20000730         ;4                      ;20000717          ;20000723        ;-98                 ;-292              ;Previous   ;Previous 
31  ;20000719    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W25       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20000529             ;20000730           ;20000626           ;20000730         ;4                      ;20000717          ;20000723        ;-98                 ;-292              ;Previous   ;Previous 
32  ;20000718    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W25       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20000529             ;20000730           ;20000626           ;20000730         ;4                      ;20000717          ;20000723        ;-98                 ;-292              ;Previous   ;Previous 
33  ;20000715    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W24       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20000529             ;20000730           ;20000626           ;20000730         ;3                      ;20000710          ;20000716        ;-98                 ;-292              ;Previous   ;Previous 
34  ;20000716    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W24       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20000529             ;20000730           ;20000626           ;20000730         ;3                      ;20000710          ;20000716        ;-98                 ;-292              ;Previous   ;Previous 
35  ;20000717    ;FY01H1        ;FY01Q2           ;FY01M006       ;FY01W25       ;Jul-00              ;                            ;                     ;                       ;2001      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20000529             ;20000730           ;20000626           ;20000730         ;4                      ;20000717          ;20000723        ;-98                 ;-292              ;Previous   ;Previous 
36  ;20001001    ;FY01H2        ;FY01Q3           ;FY01M009       ;FY01W35       ;Oct-00              ;                            ;                     ;                       ;2001      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20000731             ;20001029           ;20000925           ;20001029         ;1                      ;20000925          ;20001001        ;-97                 ;-289              ;Previous   ;Previous 
37  ;20000930    ;FY01H2        ;FY01Q3           ;FY01M009       ;FY01W35       ;Oct-00              ;                            ;                     ;                       ;2001      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20000731             ;20001029           ;20000925           ;20001029         ;1                      ;20000925          ;20001001        ;-97                 ;-289              ;Previous   ;Previous 
38  ;20000929    ;FY01H2        ;FY01Q3           ;FY01M009       ;FY01W35       ;Oct-00              ;                            ;                     ;                       ;2001      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20000731             ;20001029           ;20000925           ;20001029         ;1                      ;20000925          ;20001001        ;-97                 ;-289              ;Previous   ;Previous 
39  ;20000928    ;FY01H2        ;FY01Q3           ;FY01M009       ;FY01W35       ;Oct-00              ;                            ;                     ;                       ;2001      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20000731             ;20001029           ;20000925           ;20001029         ;1                      ;20000925          ;20001001        ;-97                 ;-289              ;Previous   ;Previous 
40  ;20000927    ;FY01H2        ;FY01Q3           ;FY01M009       ;FY01W35       ;Oct-00              ;                            ;                     ;                       ;2001      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20000731             ;20001029           ;20000925           ;20001029         ;1                      ;20000925          ;20001001        ;-97                 ;-289              ;Previous   ;Previous 
41  ;20000926    ;FY01H2        ;FY01Q3           ;FY01M009       ;FY01W35       ;Oct-00              ;                            ;                     ;                       ;2001      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20000731             ;20001029           ;20000925           ;20001029         ;1                      ;20000925          ;20001001        ;-97                 ;-289              ;Previous   ;Previous 
42  ;20000925    ;FY01H2        ;FY01Q3           ;FY01M009       ;FY01W35       ;Oct-00              ;                            ;                     ;                       ;2001      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20000731             ;20001029           ;20000925           ;20001029         ;1                      ;20000925          ;20001001        ;-97                 ;-289              ;Previous   ;Previous 
43  ;20010706    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W23       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20010430             ;20010729           ;20010625           ;20010729         ;2                      ;20010702          ;20010708        ;-94                 ;-280              ;Previous   ;Previous 
44  ;20010705    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W23       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20010430             ;20010729           ;20010625           ;20010729         ;2                      ;20010702          ;20010708        ;-94                 ;-280              ;Previous   ;Previous 
45  ;20010704    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W23       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20010430             ;20010729           ;20010625           ;20010729         ;2                      ;20010702          ;20010708        ;-94                 ;-280              ;Previous   ;Previous 
46  ;20010703    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W23       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20010430             ;20010729           ;20010625           ;20010729         ;2                      ;20010702          ;20010708        ;-94                 ;-280              ;Previous   ;Previous 
47  ;20010702    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W23       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20010430             ;20010729           ;20010625           ;20010729         ;2                      ;20010702          ;20010708        ;-94                 ;-280              ;Previous   ;Previous 
48  ;20010701    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W22       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20010430             ;20010729           ;20010625           ;20010729         ;1                      ;20010625          ;20010701        ;-94                 ;-280              ;Previous   ;Previous 
49  ;20010630    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W22       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20010430             ;20010729           ;20010625           ;20010729         ;1                      ;20010625          ;20010701        ;-94                 ;-280              ;Previous   ;Previous 
50  ;20010629    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W22       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20010430             ;20010729           ;20010625           ;20010729         ;1                      ;20010625          ;20010701        ;-94                 ;-280              ;Previous   ;Previous 
51  ;20010628    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W22       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20010430             ;20010729           ;20010625           ;20010729         ;1                      ;20010625          ;20010701        ;-94                 ;-280              ;Previous   ;Previous 
52  ;20010627    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W22       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20010430             ;20010729           ;20010625           ;20010729         ;1                      ;20010625          ;20010701        ;-94                 ;-280              ;Previous   ;Previous 
53  ;20010626    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W22       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20010430             ;20010729           ;20010625           ;20010729         ;1                      ;20010625          ;20010701        ;-94                 ;-280              ;Previous   ;Previous 
54  ;20010625    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W22       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;22        ;3                   ;9                  ;20010430             ;20010729           ;20010625           ;20010729         ;1                      ;20010625          ;20010701        ;-94                 ;-280              ;Previous   ;Previous 
55  ;20010707    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W23       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20010430             ;20010729           ;20010625           ;20010729         ;2                      ;20010702          ;20010708        ;-94                 ;-280              ;Previous   ;Previous 
56  ;20010708    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W23       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20010430             ;20010729           ;20010625           ;20010729         ;2                      ;20010702          ;20010708        ;-94                 ;-280              ;Previous   ;Previous 
57  ;20010709    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W24       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20010430             ;20010729           ;20010625           ;20010729         ;3                      ;20010709          ;20010715        ;-94                 ;-280              ;Previous   ;Previous 
58  ;20010710    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W24       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20010430             ;20010729           ;20010625           ;20010729         ;3                      ;20010709          ;20010715        ;-94                 ;-280              ;Previous   ;Previous 
59  ;20010711    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W24       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20010430             ;20010729           ;20010625           ;20010729         ;3                      ;20010709          ;20010715        ;-94                 ;-280              ;Previous   ;Previous 
60  ;20010712    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W24       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20010430             ;20010729           ;20010625           ;20010729         ;3                      ;20010709          ;20010715        ;-94                 ;-280              ;Previous   ;Previous 
61  ;20010713    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W24       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20010430             ;20010729           ;20010625           ;20010729         ;3                      ;20010709          ;20010715        ;-94                 ;-280              ;Previous   ;Previous 
62  ;20010714    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W24       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20010430             ;20010729           ;20010625           ;20010729         ;3                      ;20010709          ;20010715        ;-94                 ;-280              ;Previous   ;Previous 
63  ;20010715    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W24       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;24        ;3                   ;11                 ;20010430             ;20010729           ;20010625           ;20010729         ;3                      ;20010709          ;20010715        ;-94                 ;-280              ;Previous   ;Previous 
64  ;20010716    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W25       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20010430             ;20010729           ;20010625           ;20010729         ;4                      ;20010716          ;20010722        ;-94                 ;-280              ;Previous   ;Previous 
65  ;20010717    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W25       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20010430             ;20010729           ;20010625           ;20010729         ;4                      ;20010716          ;20010722        ;-94                 ;-280              ;Previous   ;Previous 
66  ;20010729    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W26       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20010430             ;20010729           ;20010625           ;20010729         ;5                      ;20010723          ;20010729        ;-94                 ;-280              ;Previous   ;Previous 
67  ;20010728    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W26       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20010430             ;20010729           ;20010625           ;20010729         ;5                      ;20010723          ;20010729        ;-94                 ;-280              ;Previous   ;Previous 
68  ;20010727    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W26       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20010430             ;20010729           ;20010625           ;20010729         ;5                      ;20010723          ;20010729        ;-94                 ;-280              ;Previous   ;Previous 
69  ;20010726    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W26       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20010430             ;20010729           ;20010625           ;20010729         ;5                      ;20010723          ;20010729        ;-94                 ;-280              ;Previous   ;Previous 
70  ;20010725    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W26       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20010430             ;20010729           ;20010625           ;20010729         ;5                      ;20010723          ;20010729        ;-94                 ;-280              ;Previous   ;Previous 
71  ;20010724    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W26       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20010430             ;20010729           ;20010625           ;20010729         ;5                      ;20010723          ;20010729        ;-94                 ;-280              ;Previous   ;Previous 
72  ;20010723    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W26       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;26        ;3                   ;13                 ;20010430             ;20010729           ;20010625           ;20010729         ;5                      ;20010723          ;20010729        ;-94                 ;-280              ;Previous   ;Previous 
73  ;20010722    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W25       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20010430             ;20010729           ;20010625           ;20010729         ;4                      ;20010716          ;20010722        ;-94                 ;-280              ;Previous   ;Previous 
74  ;20010721    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W25       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20010430             ;20010729           ;20010625           ;20010729         ;4                      ;20010716          ;20010722        ;-94                 ;-280              ;Previous   ;Previous 
75  ;20010720    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W25       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20010430             ;20010729           ;20010625           ;20010729         ;4                      ;20010716          ;20010722        ;-94                 ;-280              ;Previous   ;Previous 
76  ;20010719    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W25       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20010430             ;20010729           ;20010625           ;20010729         ;4                      ;20010716          ;20010722        ;-94                 ;-280              ;Previous   ;Previous 
77  ;20010718    ;FY02H1        ;FY02Q2           ;FY02M006       ;FY02W25       ;Jul-01              ;                            ;                     ;                       ;2002      ;1         ;2            ;6          ;Jul             ;25        ;3                   ;12                 ;20010430             ;20010729           ;20010625           ;20010729         ;4                      ;20010716          ;20010722        ;-94                 ;-280              ;Previous   ;Previous 
78  ;20010930    ;FY02H2        ;FY02Q3           ;FY02M009       ;FY02W35       ;Oct-01              ;                            ;                     ;                       ;2002      ;2         ;3            ;9          ;Oct             ;35        ;3                   ;9                  ;20010730             ;20011028           ;20010924           ;20011028         ;1                      ;20010924          ;20010930        ;-93                 ;-277              ;Previous   ;Previous 
79  ;20020705    ;FY03H1        ;FY03Q2           ;FY03M006       ;FY03W23       ;Jul-02              ;                            ;                     ;                       ;2003      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20020429             ;20020728           ;20020624           ;20020728         ;2                      ;20020701          ;20020707        ;-90                 ;-268              ;Previous   ;Previous 
80  ;20020704    ;FY03H1        ;FY03Q2           ;FY03M006       ;FY03W23       ;Jul-02              ;                            ;                     ;                       ;2003      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20020429             ;20020728           ;20020624           ;20020728         ;2                      ;20020701          ;20020707        ;-90                 ;-268              ;Previous   ;Previous 
81  ;20020703    ;FY03H1        ;FY03Q2           ;FY03M006       ;FY03W23       ;Jul-02              ;                            ;                     ;                       ;2003      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20020429             ;20020728           ;20020624           ;20020728         ;2                      ;20020701          ;20020707        ;-90                 ;-268              ;Previous   ;Previous 
82  ;20020702    ;FY03H1        ;FY03Q2           ;FY03M006       ;FY03W23       ;Jul-02              ;                            ;                     ;                       ;2003      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20020429             ;20020728           ;20020624           ;20020728         ;2                      ;20020701          ;20020707        ;-90                 ;-268              ;Previous   ;Previous 
83  ;20020701    ;FY03H1        ;FY03Q2           ;FY03M006       ;FY03W23       ;Jul-02              ;                            ;                     ;                       ;2003      ;1         ;2            ;6          ;Jul             ;23        ;3                   ;10                 ;20020429             ;20020728           ;20020624           ;20020728         ;2                      ;20020701          ;20020707        ;-90                 ;-268              ;Previous   ;Previous 
